Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Repayment Probability
23,4.57,3.96,686,58,Salaried,0,Single,Graduate,0.242
33,18.48,24.76,640,102,Salaried,1,Married,Graduate,0.185
63,13.85,15.21,686,61,Salaried,4,Married,Graduate,0.105
50,12.81,11.2,808,127,Salaried,1,Married,Graduate,0.243
65,14.45,16.71,777,175,Salaried,2,Married,Graduate,0.121
26,12.74,1.96,743,44,Salaried,1,Single,Graduate,0.257
37,21.94,3.03,763,103,Salaried,1,Married,Post-Graduate,0.241
65,12.99,2.81,718,115,Salaried,0,Married,Graduate,0.133
39,1.0,1.0,730,142,Salaried,1,Married,Graduate,0.165
62,25.04,10.76,722,170,Salaried,1,Married,Graduate,0.34
55,14.96,22.11,699,71,Salaried,1,Married,Graduate,0.093
46,7.29,6.26,775,40,Salaried,0,Married,High School,0.229
25,1.97,2.02,736,183,Unemployed,1,Married,Graduate,0.188
49,15.17,7.44,611,184,Salaried,2,Married,Post-Graduate,0.103
57,11.06,6.09,752,127,Salaried,1,Married,Post-Graduate,0.16
40,24.59,14.01,724,53,Salaried,0,Married,Graduate,0.232
41,9.23,9.95,761,160,Salaried,2,Married,Post-Graduate,0.185
30,5.3,4.04,689,43,Salaried,2,Married,Post-Graduate,0.169
25,19.17,15.81,781,167,Salaried,0,Married,Graduate,0.161
56,19.4,18.02,693,224,Salaried,0,Married,Graduate,0.109
26,13.35,15.7,772,186,Self-Employed,3,Single,Graduate,0.096
46,17.41,3.94,654,110,Unemployed,1,Single,High School,0.214
24,11.7,13.9,661,233,Self-Employed,1,Married,Graduate,0.105
59,13.87,12.32,760,131,Salaried,0,Married,Graduate,0.193
59,21.32,22.1,666,58,Self-Employed,0,Single,Graduate,0.082
55,17.0,9.5,900,28,Salaried,2,Married,Graduate,0.221
21,10.65,7.17,756,40,Self-Employed,3,Single,Graduate,0.183
44,22.82,9.67,702,59,Salaried,0,Married,Graduate,0.113
56,1.0,1.47,781,141,Salaried,1,Married,High School,0.221
26,28.42,22.62,651,44,Salaried,0,Single,Post-Graduate,0.136
61,1.0,1.49,792,139,Self-Employed,1,Married,Graduate,0.162
64,6.98,5.48,789,202,Self-Employed,2,Single,Post-Graduate,0.101
51,11.67,4.76,825,79,Salaried,2,Married,High School,0.245
40,10.83,8.78,655,50,Self-Employed,1,Married,High School,0.167
44,20.05,3.12,577,228,Self-Employed,0,Married,Graduate,0.214
45,3.54,4.84,638,144,Salaried,0,Single,Graduate,0.1
56,14.09,17.56,671,130,Salaried,2,Married,Post-Graduate,0.167
41,7.37,8.23,866,79,Self-Employed,0,Single,Graduate,0.257
50,14.36,13.7,900,63,Salaried,2,Married,High School,0.256
44,11.48,10.47,734,191,Self-Employed,1,Married,Graduate,0.247
64,12.74,19.05,700,168,Salaried,0,Single,Post-Graduate,0.14
62,7.6,3.72,665,176,Unemployed,1,Married,Post-Graduate,0.163
50,7.92,9.44,782,147,Unemployed,0,Single,Graduate,0.163
42,14.3,13.07,900,159,Salaried,0,Married,Graduate,0.186
48,19.55,28.66,878,180,Salaried,0,Married,Post-Graduate,0.196
27,7.21,9.08,813,81,Salaried,2,Married,Post-Graduate,0.218
55,5.05,7.56,812,47,Salaried,0,Married,Post-Graduate,0.214
48,16.91,15.62,783,43,Salaried,2,Married,Graduate,0.177
34,11.74,4.54,695,16,Self-Employed,1,Married,Post-Graduate,0.133
30,18.64,15.01,626,115,Self-Employed,0,Married,Graduate,0.102
36,4.75,5.2,697,159,Self-Employed,0,Married,Graduate,0.199
36,1.0,1.18,742,79,Salaried,1,Married,Post-Graduate,0.191
51,7.74,1.0,554,161,Self-Employed,3,Married,Graduate,0.021
62,5.87,4.74,684,236,Salaried,2,Married,Graduate,0.123
45,11.37,4.88,617,170,Salaried,1,Married,Post-Graduate,0.236
33,6.91,9.15,801,180,Salaried,0,Single,Post-Graduate,0.292
26,17.93,5.63,645,232,Self-Employed,0,Single,Post-Graduate,0.102
64,9.69,10.01,732,16,Salaried,1,Married,High School,0.125
29,13.2,6.24,629,21,Unemployed,0,Married,Post-Graduate,0.143
65,13.26,7.94,859,214,Self-Employed,2,Married,High School,0.195
56,13.56,19.21,529,125,Salaried,2,Married,High School,0.002
63,11.81,5.16,747,176,Salaried,1,Single,Graduate,0.112
40,16.08,3.75,572,67,Salaried,0,Single,Graduate,0.172
38,5.63,1.11,649,97,Self-Employed,1,Single,Graduate,0.117
63,23.2,18.71,720,163,Salaried,3,Married,Graduate,0.13
41,10.11,10.09,725,224,Salaried,0,Married,Graduate,0.13
24,1.51,1.0,722,111,Salaried,0,Married,Graduate,0.163
53,13.5,14.4,715,155,Self-Employed,1,Single,Graduate,0.065
47,5.19,1.0,635,13,Salaried,2,Married,High School,0.131
27,17.32,22.52,683,154,Salaried,0,Married,Graduate,0.046
26,29.68,36.9,703,180,Self-Employed,0,Single,Post-Graduate,0.017
35,5.71,8.45,719,74,Salaried,1,Married,High School,0.098
38,14.66,20.69,693,188,Unemployed,0,Married,Post-Graduate,0.113
52,1.0,1.0,772,165,Self-Employed,1,Married,Graduate,0.096
31,15.63,10.3,709,105,Salaried,0,Married,Graduate,0.239
40,4.91,5.62,720,77,Self-Employed,0,Single,Graduate,0.234
44,7.0,2.01,661,129,Unemployed,2,Married,Graduate,0.246
35,3.19,1.72,594,40,Self-Employed,0,Married,High School,0.089
27,17.86,4.75,715,209,Salaried,2,Married,Post-Graduate,0.174
41,20.06,14.78,820,199,Unemployed,3,Married,High School,0.16
62,12.19,10.64,744,204,Salaried,0,Married,Graduate,0.118
46,5.08,2.01,618,51,Salaried,1,Married,Graduate,0.104
64,24.72,3.39,781,22,Salaried,1,Single,Graduate,0.352
34,6.0,6.64,666,191,Salaried,1,Single,Graduate,0.164
57,1.0,1.0,771,137,Unemployed,2,Married,High School,0.152
41,15.67,22.92,663,98,Self-Employed,0,Married,Graduate,0.118
38,3.16,1.3,735,101,Self-Employed,0,Married,Graduate,0.233
25,19.91,20.5,648,234,Salaried,1,Single,Graduate,0.007
23,8.95,6.34,650,90,Unemployed,0,Married,Graduate,0.141
43,16.83,3.09,543,212,Salaried,0,Married,Post-Graduate,0.162
46,23.21,17.66,751,203,Salaried,1,Married,Graduate,0.029
57,2.33,1.92,737,237,Self-Employed,0,Married,Graduate,0.149
44,7.47,9.69,742,114,Salaried,2,Married,High School,0.156
39,11.39,12.82,727,92,Salaried,1,Married,Graduate,0.135
45,24.3,5.13,623,110,Unemployed,1,Married,Post-Graduate,0.153
41,6.73,2.64,796,111,Self-Employed,1,Married,Post-Graduate,0.246
32,7.24,3.89,799,142,Unemployed,2,Married,Post-Graduate,0.205
61,15.83,4.16,621,22,Salaried,0,Married,Post-Graduate,0.069
53,7.38,5.46,753,39,Salaried,3,Married,Graduate,0.166
24,13.22,19.54,787,201,Salaried,0,Single,Graduate,0.069
62,1.0,1.0,652,59,Unemployed,2,Single,High School,0.148
27,29.71,33.83,670,39,Salaried,1,Single,High School,0.052
42,1.22,1.29,753,57,Self-Employed,0,Married,Post-Graduate,0.235
53,9.43,12.16,548,203,Salaried,0,Single,Graduate,0.0
37,11.74,4.72,591,66,Self-Employed,0,Married,Graduate,0.133
44,27.3,31.54,601,94,Salaried,1,Married,Graduate,0.051
54,1.4,1.87,520,130,Salaried,2,Single,High School,0.0
48,27.87,9.48,808,13,Self-Employed,2,Married,Graduate,0.304
63,18.06,10.57,501,235,Salaried,1,Married,Graduate,0.088
61,15.34,22.37,734,214,Salaried,2,Single,Post-Graduate,0.102
59,4.12,4.92,781,155,Self-Employed,1,Married,Graduate,0.143
42,16.57,8.21,670,22,Self-Employed,1,Married,Graduate,0.091
37,6.21,5.52,633,14,Salaried,2,Single,Post-Graduate,0.099
54,22.13,14.74,723,194,Self-Employed,1,Single,Post-Graduate,0.174
26,4.23,3.32,700,53,Unemployed,2,Single,Post-Graduate,0.242
26,11.09,6.62,800,168,Self-Employed,1,Married,High School,0.23
54,7.56,3.71,437,208,Self-Employed,3,Married,Graduate,0.0
21,4.1,4.28,608,103,Self-Employed,2,Single,Graduate,0.099
30,17.93,21.34,756,170,Self-Employed,2,Single,Post-Graduate,0.135
41,16.28,21.55,705,88,Salaried,0,Single,Graduate,0.042
25,21.67,6.88,775,164,Unemployed,1,Single,Graduate,0.211
22,1.0,1.25,726,131,Salaried,1,Single,Graduate,0.217
42,20.51,9.37,686,145,Unemployed,0,Married,Post-Graduate,0.193
22,32.04,22.37,669,199,Salaried,1,Single,Graduate,0.073
30,8.39,11.43,900,127,Salaried,1,Single,Post-Graduate,0.262
54,27.16,20.0,853,78,Self-Employed,1,Married,Graduate,0.236
36,9.89,3.72,749,161,Salaried,0,Married,Graduate,0.267
59,1.02,1.0,707,52,Salaried,1,Married,Post-Graduate,0.102
42,9.55,7.28,753,192,Self-Employed,1,Married,Graduate,0.146
32,20.39,23.81,782,199,Self-Employed,0,Single,Post-Graduate,0.053
44,5.29,7.91,741,50,Salaried,1,Single,High School,0.133
60,7.2,8.66,624,66,Salaried,0,Married,Graduate,0.172
58,16.75,22.24,878,235,Salaried,2,Married,Graduate,0.216
30,12.02,13.79,724,169,Salaried,0,Single,Post-Graduate,0.248
55,16.68,22.58,900,82,Salaried,1,Married,Post-Graduate,0.181
52,13.9,2.87,718,228,Salaried,2,Married,Graduate,0.262
27,15.84,22.21,675,141,Salaried,0,Single,Graduate,0.156
41,8.54,5.59,838,19,Self-Employed,1,Married,Graduate,0.24
40,13.85,19.26,730,125,Self-Employed,1,Single,Post-Graduate,0.139
46,4.58,1.0,713,74,Salaried,1,Married,Graduate,0.165
24,22.31,24.57,579,198,Salaried,3,Married,Graduate,0.06
42,6.93,7.83,766,108,Self-Employed,0,Single,Post-Graduate,0.121
35,21.03,31.45,650,167,Self-Employed,0,Married,Post-Graduate,0.014
60,10.13,11.92,655,85,Salaried,1,Single,Post-Graduate,0.133
41,13.62,8.66,650,177,Salaried,0,Married,Graduate,0.148
35,8.04,7.08,743,29,Unemployed,0,Single,Graduate,0.21
42,3.87,2.37,546,201,Self-Employed,0,Single,Graduate,0.025
48,1.0,1.0,678,216,Self-Employed,2,Married,Graduate,0.064
34,3.56,1.59,798,224,Self-Employed,2,Single,Graduate,0.165
47,9.41,3.87,575,108,Salaried,2,Married,Graduate,0.005
61,13.7,11.9,717,34,Salaried,1,Married,High School,0.221
60,20.08,27.48,636,204,Self-Employed,3,Single,Graduate,0.065
48,8.43,11.61,659,135,Salaried,1,Married,Graduate,0.137
46,4.94,1.0,865,179,Salaried,2,Married,Graduate,0.238
22,1.0,1.0,534,71,Salaried,0,Single,Graduate,0.086
45,15.84,7.02,776,96,Self-Employed,1,Married,High School,0.138
23,23.07,10.54,652,16,Self-Employed,1,Single,High School,0.226
28,22.13,5.15,647,110,Salaried,1,Single,Graduate,0.197
64,17.68,11.38,588,157,Self-Employed,0,Married,Graduate,0.192
53,17.11,15.79,775,177,Salaried,1,Married,Graduate,0.167
62,25.58,23.26,680,239,Salaried,0,Single,Post-Graduate,0.099
55,14.66,12.62,668,122,Salaried,0,Married,Post-Graduate,0.101
26,17.17,9.86,710,168,Self-Employed,0,Married,Post-Graduate,0.202
59,9.43,10.27,682,165,Salaried,2,Married,Graduate,0.144
43,1.1,1.38,499,71,Salaried,4,Married,High School,0.108
45,6.53,3.82,650,175,Salaried,1,Married,High School,0.177
63,11.93,2.62,789,125,Salaried,0,Married,Graduate,0.223
39,12.49,6.43,549,93,Unemployed,1,Single,Post-Graduate,0.036
25,27.41,8.01,591,168,Salaried,0,Married,Graduate,0.212
31,12.65,9.54,657,170,Salaried,0,Married,Post-Graduate,0.115
32,21.43,6.82,627,202,Salaried,1,Single,Graduate,0.129
30,8.52,6.37,697,117,Salaried,0,Married,Graduate,0.155
28,9.51,3.89,590,152,Salaried,1,Single,Graduate,0.213
44,1.37,1.55,661,129,Salaried,1,Married,High School,0.164
48,6.06,1.0,695,233,Salaried,1,Married,Graduate,0.194
61,16.22,14.22,764,210,Salaried,0,Married,Graduate,0.245
56,12.06,4.07,824,134,Salaried,4,Married,Post-Graduate,0.229
57,19.54,1.98,673,179,Salaried,1,Married,Graduate,0.168
41,13.45,17.71,888,132,Self-Employed,1,Single,Graduate,0.147
28,9.18,9.55,681,209,Salaried,0,Single,Graduate,0.108
29,29.19,6.96,782,13,Self-Employed,1,Married,Graduate,0.306
35,11.25,11.58,893,129,Self-Employed,1,Married,Graduate,0.265
60,21.3,20.37,713,147,Salaried,1,Single,Graduate,0.119
38,8.79,6.7,562,85,Self-Employed,0,Single,Graduate,0.075
62,17.68,12.15,709,138,Self-Employed,0,Single,Graduate,0.159
40,19.42,26.06,638,129,Self-Employed,0,Single,Graduate,0.055
26,13.67,6.06,672,119,Self-Employed,0,Single,Graduate,0.235
32,1.0,1.0,898,54,Salaried,0,Married,Post-Graduate,0.343
22,12.15,6.81,577,188,Salaried,0,Single,Graduate,0.127
27,21.84,25.76,730,123,Salaried,0,Single,Graduate,0.106
36,16.22,22.43,612,161,Salaried,1,Single,Graduate,0.064
23,15.57,20.08,669,213,Salaried,2,Single,Graduate,0.125
65,1.0,1.22,774,174,Self-Employed,0,Married,High School,0.204
23,6.24,9.24,731,30,Salaried,0,Married,Graduate,0.197
47,15.29,16.45,677,143,Salaried,1,Married,Graduate,0.139
63,15.28,17.59,635,30,Salaried,1,Married,Graduate,0.114
60,21.72,32.06,731,31,Salaried,1,Married,Post-Graduate,0.135
58,10.84,1.19,870,15,Salaried,1,Married,Post-Graduate,0.234
53,15.25,15.06,609,60,Self-Employed,2,Single,Graduate,0.074
48,12.13,13.76,891,165,Unemployed,2,Married,High School,0.27
21,4.1,5.68,819,14,Salaried,1,Single,Post-Graduate,0.225
28,1.0,1.34,836,63,Salaried,1,Single,Graduate,0.28
57,15.45,19.76,730,233,Self-Employed,1,Single,High School,0.084
52,13.39,19.07,817,139,Self-Employed,0,Married,Graduate,0.2
63,7.05,6.01,599,47,Unemployed,1,Married,High School,0.079
57,1.0,1.0,633,180,Self-Employed,0,Married,Graduate,0.135
24,17.04,1.97,776,209,Salaried,1,Single,Graduate,0.161
50,9.87,8.51,729,190,Self-Employed,1,Married,Post-Graduate,0.224
26,16.45,11.67,685,114,Salaried,0,Single,Graduate,0.204
39,26.91,19.69,449,230,Self-Employed,1,Married,Post-Graduate,0.049
52,1.0,1.0,656,27,Self-Employed,1,Single,Post-Graduate,0.136
29,6.4,8.86,582,58,Self-Employed,0,Single,Post-Graduate,0.11
32,10.32,6.22,749,91,Salaried,1,Married,Graduate,0.192
31,23.64,30.7,680,57,Self-Employed,0,Married,Graduate,0.0
36,1.0,1.36,637,111,Self-Employed,0,Married,Graduate,0.103
21,27.49,21.97,900,194,Salaried,5,Single,High School,0.174
65,13.09,9.5,803,109,Self-Employed,2,Married,Graduate,0.213
41,11.23,13.09,805,227,Self-Employed,0,Married,Post-Graduate,0.158
50,10.42,11.37,900,135,Self-Employed,0,Married,Post-Graduate,0.279
33,8.51,4.77,780,178,Salaried,1,Married,Graduate,0.169
54,20.38,4.96,622,145,Unemployed,2,Married,Graduate,0.204
24,3.45,1.62,611,95,Salaried,0,Married,Graduate,0.157
48,14.76,4.18,796,72,Self-Employed,0,Married,Graduate,0.271
58,8.93,4.58,494,20,Unemployed,0,Married,Post-Graduate,0.047
51,5.9,2.75,692,224,Unemployed,1,Married,Graduate,0.183
47,32.69,32.45,482,150,Self-Employed,1,Single,Graduate,0.05
25,15.35,22.05,709,233,Salaried,2,Single,High School,0.13
45,16.91,17.93,785,76,Unemployed,0,Single,Post-Graduate,0.186
23,21.1,29.48,727,102,Unemployed,1,Single,Graduate,0.118
53,1.0,1.2,793,133,Salaried,0,Single,High School,0.222
24,26.02,29.12,896,70,Salaried,1,Single,Post-Graduate,0.114
45,1.0,1.0,685,123,Salaried,0,Married,Graduate,0.204
40,5.85,3.25,900,124,Salaried,3,Single,Graduate,0.231
54,8.33,10.7,721,209,Salaried,1,Married,Graduate,0.135
46,16.65,22.77,794,129,Salaried,1,Married,Graduate,0.103
25,13.75,10.07,638,18,Unemployed,0,Single,Graduate,0.077
55,10.67,1.2,861,123,Salaried,0,Married,Graduate,0.314
48,11.9,14.39,804,133,Unemployed,1,Married,Post-Graduate,0.222
49,4.18,2.09,847,72,Self-Employed,0,Single,Graduate,0.253
29,1.0,1.0,705,68,Self-Employed,0,Single,Graduate,0.202
58,17.81,21.85,574,97,Salaried,0,Single,High School,0.006
26,17.55,14.47,746,173,Salaried,1,Single,Graduate,0.161
39,24.68,26.14,530,95,Salaried,3,Single,Post-Graduate,0.033
64,5.68,7.84,666,56,Unemployed,0,Single,Post-Graduate,0.216
31,17.54,15.04,719,56,Salaried,1,Married,Graduate,0.176
22,9.73,7.83,900,26,Salaried,2,Single,Graduate,0.202
64,21.52,10.91,731,148,Salaried,1,Married,Post-Graduate,0.284
64,20.18,10.64,713,221,Salaried,0,Single,Graduate,0.199
29,13.69,16.64,693,185,Unemployed,0,Married,Post-Graduate,0.144
41,9.28,6.76,565,185,Salaried,2,Married,Graduate,0.062
44,19.69,6.48,708,47,Self-Employed,1,Married,Post-Graduate,0.148
54,17.18,3.99,710,57,Salaried,4,Married,Post-Graduate,0.192
42,6.52,4.97,603,53,Self-Employed,0,Married,Graduate,0.116
23,1.38,1.04,581,169,Salaried,1,Single,Post-Graduate,0.137
32,9.69,9.83,651,150,Unemployed,1,Married,Post-Graduate,0.088
48,24.12,18.32,706,129,Salaried,2,Single,Graduate,0.098
50,21.17,6.37,654,44,Self-Employed,1,Married,Graduate,0.205
46,3.1,2.51,594,137,Salaried,0,Married,Graduate,0.097
41,2.66,3.64,728,121,Salaried,0,Married,Post-Graduate,0.159
48,22.2,7.18,753,179,Salaried,0,Married,Post-Graduate,0.209
46,2.91,3.1,712,81,Salaried,0,Married,Graduate,0.227
53,16.07,14.97,643,182,Salaried,3,Married,Graduate,0.022
41,7.07,8.12,759,121,Self-Employed,2,Married,Graduate,0.163
55,24.94,7.75,680,178,Salaried,3,Single,Post-Graduate,0.132
54,5.84,8.28,581,136,Salaried,1,Single,Post-Graduate,0.044
61,21.15,20.5,803,225,Salaried,1,Married,Graduate,0.117
38,13.48,17.33,735,50,Salaried,1,Married,Graduate,0.229
31,14.02,6.24,688,192,Salaried,0,Married,Graduate,0.138
43,1.0,1.14,542,94,Salaried,2,Single,Graduate,0.084
42,1.0,1.19,625,225,Salaried,5,Married,Post-Graduate,0.138
37,10.24,6.72,900,170,Salaried,1,Married,Graduate,0.269
25,13.98,8.91,549,117,Salaried,2,Single,Graduate,0.0
64,3.0,3.06,674,74,Salaried,3,Single,Graduate,0.172
31,3.29,1.0,698,36,Unemployed,0,Married,Graduate,0.149
50,16.49,18.63,732,52,Unemployed,0,Married,Graduate,0.07
35,16.5,2.64,550,189,Self-Employed,1,Married,High School,0.136
47,10.9,4.0,717,70,Salaried,0,Single,Post-Graduate,0.204
55,18.24,18.78,531,188,Self-Employed,0,Married,Post-Graduate,0.034
53,2.61,1.0,709,41,Self-Employed,1,Single,Graduate,0.198
40,9.15,13.36,634,56,Salaried,0,Married,Graduate,0.093
36,25.18,33.13,613,207,Salaried,1,Married,Post-Graduate,0.036
54,12.55,12.26,783,64,Salaried,0,Married,Graduate,0.249
22,13.01,16.22,676,165,Salaried,0,Married,Graduate,0.104
55,30.45,40.0,747,210,Self-Employed,1,Married,Graduate,0.051
60,1.0,1.0,750,51,Self-Employed,1,Single,Graduate,0.161
48,18.37,23.68,826,151,Salaried,3,Married,Graduate,0.168
59,25.31,9.43,579,12,Salaried,2,Single,Post-Graduate,0.211
26,9.4,6.38,791,81,Salaried,1,Single,Graduate,0.206
29,18.88,16.64,701,140,Salaried,1,Married,Post-Graduate,0.165
40,4.14,4.55,662,147,Salaried,2,Married,Graduate,0.095
21,6.51,1.0,585,123,Salaried,1,Single,Graduate,0.111
28,15.08,7.64,760,44,Salaried,0,Single,Graduate,0.298
43,18.39,17.51,607,207,Self-Employed,1,Married,Post-Graduate,0.045
23,20.97,12.59,751,126,Self-Employed,1,Single,High School,0.233
24,24.56,29.1,892,189,Unemployed,0,Single,Graduate,0.166
45,11.46,11.6,797,115,Self-Employed,1,Married,Post-Graduate,0.1
58,21.55,9.23,839,145,Salaried,0,Married,Graduate,0.315
35,9.26,2.82,628,199,Self-Employed,2,Married,Graduate,0.192
41,19.22,18.85,776,202,Salaried,0,Married,Post-Graduate,0.144
55,13.66,9.98,585,191,Salaried,3,Single,Graduate,0.126
34,15.57,5.24,676,142,Salaried,1,Married,Graduate,0.125
56,15.39,8.57,874,90,Salaried,3,Single,Graduate,0.31
32,1.0,1.0,639,209,Salaried,0,Married,Graduate,0.108
37,3.01,1.0,811,17,Salaried,0,Single,Graduate,0.223
59,12.82,11.1,801,48,Salaried,1,Married,Graduate,0.167
29,1.0,1.17,807,190,Salaried,2,Single,Graduate,0.275
55,18.65,16.89,573,38,Self-Employed,1,Married,High School,0.095
33,18.97,23.84,752,117,Salaried,1,Married,Graduate,0.199
35,14.62,4.07,684,185,Salaried,2,Single,Graduate,0.152
38,3.03,2.15,808,80,Self-Employed,0,Single,Graduate,0.234
53,23.04,21.96,534,134,Salaried,1,Single,Graduate,0.0
26,28.3,29.61,736,156,Self-Employed,2,Single,Graduate,0.191
47,13.18,14.16,722,226,Self-Employed,1,Married,Graduate,0.104
43,16.08,18.02,500,28,Unemployed,3,Married,Post-Graduate,0.05
47,13.61,13.77,611,116,Salaried,3,Single,Graduate,0.01
54,16.24,3.77,516,129,Salaried,1,Married,Post-Graduate,0.095
58,11.04,11.85,627,34,Self-Employed,0,Single,Graduate,0.149
34,11.72,13.06,754,50,Salaried,1,Married,Graduate,0.168
56,19.25,28.7,719,172,Salaried,1,Married,Post-Graduate,0.056
28,30.76,32.93,716,205,Salaried,0,Married,Post-Graduate,0.0
55,1.0,1.06,596,21,Self-Employed,0,Single,High School,0.15
39,11.17,9.17,812,94,Salaried,0,Married,Graduate,0.224
50,2.56,3.37,698,179,Self-Employed,2,Single,Graduate,0.078
34,24.74,37.0,703,84,Salaried,1,Single,Graduate,0.084
40,7.3,8.69,794,154,Self-Employed,0,Single,Graduate,0.257
45,1.0,1.0,600,54,Salaried,0,Single,Graduate,0.076
60,17.11,3.6,722,99,Salaried,3,Married,Graduate,0.114
44,25.95,29.0,742,23,Salaried,1,Married,Graduate,0.07
34,17.31,18.9,645,33,Salaried,1,Single,Post-Graduate,0.106
46,13.64,16.17,765,29,Salaried,0,Married,Post-Graduate,0.144
58,15.27,4.19,747,205,Salaried,0,Married,Graduate,0.266
43,23.32,23.68,689,73,Unemployed,1,Single,Graduate,0.076
42,5.01,2.58,686,200,Self-Employed,7,Married,Graduate,0.096
39,11.11,12.94,752,199,Self-Employed,0,Married,High School,0.111
23,8.38,3.66,778,90,Unemployed,0,Single,Post-Graduate,0.211
62,2.66,2.81,706,178,Salaried,1,Married,Graduate,0.102
39,9.37,4.81,812,212,Salaried,0,Married,Post-Graduate,0.242
29,20.86,2.35,765,161,Unemployed,2,Single,Graduate,0.263
48,16.53,16.31,521,220,Self-Employed,2,Single,Post-Graduate,0.046
40,17.15,4.43,559,153,Unemployed,0,Married,Graduate,0.118
65,13.17,13.47,818,234,Self-Employed,0,Married,Post-Graduate,0.097
27,16.19,22.6,675,116,Self-Employed,0,Married,Graduate,0.068
34,5.6,8.16,716,18,Self-Employed,0,Single,Post-Graduate,0.271
29,9.52,4.1,813,174,Self-Employed,0,Single,Graduate,0.221
39,13.54,16.69,699,45,Salaried,3,Married,Graduate,0.103
34,14.22,8.46,703,206,Salaried,0,Married,Post-Graduate,0.231
58,14.56,19.81,613,74,Self-Employed,1,Married,Post-Graduate,0.083
56,10.89,13.1,736,141,Self-Employed,2,Married,Post-Graduate,0.129
60,8.98,1.83,758,120,Salaried,0,Single,Graduate,0.249
37,37.26,24.96,642,230,Salaried,1,Married,High School,0.188
50,19.25,11.02,607,184,Self-Employed,1,Married,Post-Graduate,0.058
29,15.31,18.36,900,74,Salaried,0,Single,Post-Graduate,0.18
53,10.13,6.83,690,141,Salaried,0,Single,Graduate,0.134
45,8.39,8.88,631,193,Salaried,1,Married,Graduate,0.1
34,10.95,10.33,770,62,Self-Employed,1,Married,Graduate,0.222
31,14.34,21.02,694,52,Salaried,1,Married,Graduate,0.185
55,1.0,1.41,591,144,Salaried,1,Married,Graduate,0.069
61,1.0,1.0,748,96,Self-Employed,1,Single,Graduate,0.169
34,6.9,7.68,614,82,Salaried,2,Single,Post-Graduate,0.163
50,13.66,17.23,857,164,Salaried,2,Married,Graduate,0.2
61,10.09,13.71,749,12,Unemployed,2,Married,Graduate,0.153
24,23.82,4.65,672,20,Self-Employed,1,Single,Post-Graduate,0.219
24,1.0,1.0,710,205,Salaried,0,Single,Post-Graduate,0.229
48,5.99,3.28,790,206,Self-Employed,3,Married,Graduate,0.31
28,24.16,17.11,718,119,Self-Employed,2,Married,Graduate,0.241
22,13.05,4.4,900,112,Self-Employed,1,Single,Graduate,0.293
61,19.08,15.16,813,133,Salaried,1,Single,Graduate,0.225
